coin,date,price_usd,volume_usd,previous_price,daily_price_change_pct
bonk,2024-11-01,2.019004499279929e-5,154750092.22773588,NA,0
bonk,2024-11-02,1.92336897071029e-5,167555851.5318886,2.019004499279929e-5,-4.736766490800132
bonk,2024-11-03,1.895039991531855e-5,104010390.56026772,1.92336897071029e-5,-1.4728832382053705
bonk,2024-11-04,1.803832434687152e-5,175022352.35725266,1.895039991531855e-5,-4.812962114376029
bonk,2024-11-05,1.7831103834780935e-5,138781129.02599725,1.803832434687152e-5,-1.1487791665445055
bonk,2024-11-06,1.9178607187620937e-5,229536028.64552796,1.7831103834780935e-5,7.557038337758935
bonk,2024-11-07,2.259087562462789e-5,575030794.7325906,1.9178607187620937e-5,17.792055510733064
bonk,2024-11-08,2.2578147878482232e-5,351707416.593756,2.259087562462789e-5,-0.0563402072462572
bonk,2024-11-09,2.196069282321879e-5,304441142.0714333,2.2578147878482232e-5,-2.734746262566102
bonk,2024-11-10,2.2404383322389775e-5,260636053.62324604,2.196069282321879e-5,2.020384797249539
bonk,2024-11-11,2.5324451196177707e-5,1104139619.7772057,2.2404383322389775e-5,13.033466852309068
bonk,2024-11-12,2.6984971857724835e-5,967945641.0753242,2.5324451196177707e-5,6.556985771118133
bonk,2024-11-13,3.843634057229888e-5,2560482927.2355156,2.6984971857724835e-5,42.43609656126407
bonk,2024-11-14,3.760535157402373e-5,3081317083.762632,3.843634057229888e-5,-2.1619878112799507
bonk,2024-11-15,3.555396361652202e-5,2238644969.914977,3.760535157402373e-5,-5.455042624621341
bonk,2024-11-16,4.564430659860319e-5,1868643709.7309828,3.555396361652202e-5,28.380360319073272
bonk,2024-11-17,4.719123863905936e-5,1850485939.6254196,4.564430659860319e-5,3.3891018524170287
bonk,2024-11-18,5.13698237079159e-5,3124425683.826064,4.719123863905936e-5,8.854578072884063
bonk,2024-11-19,4.8269688544581114e-5,1792608224.2320113,5.13698237079159e-5,-6.034934402270615
bonk,2024-11-20,5.223972072541942e-5,2248976241.7222567,4.8269688544581114e-5,8.224689863436048
bonk,2024-11-21,5.0290110031706295e-5,3129581650.1610446,5.223972072541942e-5,-3.732046547416682
bonk,2024-11-22,5.368760917303322e-5,2036158819.566811,5.0290110031706295e-5,6.755799776904269
bonk,2024-11-23,4.950540457375299e-5,1146610748.6208458,5.368760917303322e-5,-7.789887953105033
